Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,6.2909088134765625,6.345454216003418,6.2909088134765625,6.345454216003418,6.015430450439453,196109
2020-01-03,6.363636016845703,6.427271842956543,6.345454216003418,6.390909194946289,6.058521270751953,688226
2020-01-06,6.363636016845703,6.381817817687988,6.336362838745117,6.336362838745117,6.00681209564209,80066
2020-01-07,6.327271938323975,6.3545451164245605,6.327271938323975,6.327271938323975,5.998193740844727,140837
2020-01-08,6.3090901374816895,6.318181037902832,6.272727012634277,6.300000190734863,5.9723405838012695,158621
2020-01-09,6.300000190734863,6.327271938323975,6.28181791305542,6.3090901374816895,5.980957508087158,209858
2020-01-10,6.3090901374816895,6.3090901374816895,6.28181791305542,6.28181791305542,5.955103874206543,70651
2020-01-13,6.254545211791992,6.272727012634277,6.227272033691406,6.272727012634277,5.946485996246338,171870
2020-01-14,6.254545211791992,6.28181791305542,6.245453834533691,6.254545211791992,5.9292497634887695,160633
2020-01-15,6.254545211791992,6.254545211791992,6.227272033691406,6.227272033691406,5.903395175933838,112234
2020-01-16,6.227272033691406,6.245453834533691,6.227272033691406,6.227272033691406,5.903395175933838,139208
2020-01-17,6.236362934112549,6.254545211791992,6.236362934112549,6.254545211791992,5.9292497634887695,51428
2020-01-20,6.245453834533691,6.28181791305542,6.245453834533691,6.28181791305542,5.955103874206543,82918
2020-01-30,6.254545211791992,6.254545211791992,6.06363582611084,6.154544830322266,5.8344502449035645,192500
2020-01-31,6.154544830322266,6.154544830322266,6.018180847167969,6.045454025268555,5.7310333251953125,325620
2020-02-03,6.009089946746826,6.009089946746826,5.954545021057129,5.9636359214782715,5.653470516204834,207424
2020-02-04,6.28181791305542,6.28181791305542,6.06363582611084,6.06363582611084,5.748269557952881,22227
2020-02-05,6.06363582611084,6.1090898513793945,6.0272722244262695,6.054544925689697,5.739651203155518,31553
2020-02-06,6.099999904632568,6.127272129058838,6.072727203369141,6.099999904632568,5.782742023468018,91305
2020-02-07,6.081818103790283,6.081818103790283,6.0272722244262695,6.081818103790283,5.765505790710449,82500
2020-02-10,5.981818199157715,6.1090898513793945,5.981818199157715,6.081818103790283,5.765505790710449,39850
2020-02-11,6.090909004211426,6.145453929901123,6.090909004211426,6.1363630294799805,5.817214012145996,292603
2020-02-12,6.172727108001709,6.227272033691406,6.127272129058838,6.218181133270264,5.894776821136475,415839
2020-02-13,6.3545451164245605,6.3545451164245605,6.2909088134765625,6.3090901374816895,5.980957508087158,530006
2020-02-14,6.3090901374816895,6.318181037902832,6.263636112213135,6.300000190734863,5.9723405838012695,237354
2020-02-17,6.363636016845703,6.363636016845703,6.227272033691406,6.245453834533691,5.920630931854248,200530
2020-02-18,6.236362934112549,6.254545211791992,6.199999809265137,6.209090232849121,5.8861589431762695,213789
2020-02-19,6.199999809265137,6.218181133270264,6.199999809265137,6.218181133270264,5.894776821136475,161528
2020-02-20,6.218181133270264,6.218181133270264,6.199999809265137,6.209090232849121,5.8861589431762695,153159
2020-02-21,6.199999809265137,6.28181791305542,6.190908908843994,6.227272033691406,5.903395175933838,363623
2020-02-24,6.227272033691406,6.263636112213135,6.218181133270264,6.245453834533691,5.920630931854248,405927
2020-02-25,6.227272033691406,6.272727012634277,6.218181133270264,6.236362934112549,5.912013053894043,572587
2020-02-26,6.236362934112549,6.254545211791992,6.218181133270264,6.245453834533691,5.920630931854248,387201
2020-02-27,6.245453834533691,6.263636112213135,6.218181133270264,6.227272033691406,5.903395175933838,433730
2020-03-02,6.181818008422852,6.245453834533691,6.172727108001709,6.227272033691406,5.903395175933838,170278
2020-03-03,6.227272033691406,6.263636112213135,6.227272033691406,6.236362934112549,5.912013053894043,205474
2020-03-04,6.227272033691406,6.254545211791992,6.227272033691406,6.245453834533691,5.920630931854248,160475
2020-03-05,6.263636112213135,6.409090042114258,6.263636112213135,6.390909194946289,6.058521270751953,518540
2020-03-06,6.381817817687988,6.409090042114258,6.318181037902832,6.409090042114258,6.075756549835205,158400
2020-03-09,6.363636016845703,6.4181809425354,6.327271938323975,6.336362838745117,6.00681209564209,448962
2020-03-10,6.318181037902832,6.390909194946289,6.2909088134765625,6.345454216003418,6.015430450439453,246403
2020-03-11,6.390909194946289,6.390909194946289,6.318181037902832,6.318181037902832,5.9895758628845215,219514
2020-03-12,6.227272033691406,6.227272033691406,6.081818103790283,6.090909004211426,5.7741241455078125,410944
2020-03-13,6.054544925689697,6.054544925689697,5.727272033691406,5.745453834533691,5.446635723114014,549969
2020-03-16,5.754545211791992,6.018180847167969,5.754545211791992,5.763636112213135,5.46387243270874,123750
2020-03-17,5.590909004211426,5.800000190734863,5.590909004211426,5.663636207580566,5.369073390960693,135161
2020-03-18,5.554544925689697,5.818181037902832,5.554544925689697,5.654544830322266,5.36045503616333,87684
2020-03-19,5.6363630294799805,5.718181133270264,5.363636016845703,5.372726917266846,5.093294143676758,614220
2020-03-20,5.372726917266846,5.545454025268555,5.272727012634277,5.5272722244262695,5.23980188369751,94733
2020-03-23,5.3545451164245605,5.454545021057129,5.3545451164245605,5.436363220214844,5.153620719909668,48661
2020-03-24,5.363636016845703,5.5,5.272727012634277,5.436363220214844,5.153620719909668,199100
2020-03-25,5.472726821899414,5.5,5.372726917266846,5.409090042114258,5.127766132354736,446590
2020-03-26,5.454545021057129,5.454545021057129,5.363636016845703,5.381817817687988,5.101912498474121,270459
2020-03-27,5.381817817687988,5.390909194946289,5.272727012634277,5.28181791305542,5.007113456726074,541345
2020-03-30,5.272727012634277,5.272727012634277,5.1090898513793945,5.1090898513793945,4.843369007110596,415800
2020-03-31,5.118181228637695,5.127272129058838,5.0272722244262695,5.0272722244262695,4.765806674957275,503981
2020-04-01,5.090909004211426,5.227272033691406,5.0272722244262695,5.090909004211426,4.826133728027344,123200
2020-04-06,5.090909004211426,5.172727108001709,5.081818103790283,5.099999904632568,4.834751605987549,358510
2020-04-07,5.099999904632568,5.154544830322266,5.099999904632568,5.127272129058838,4.860605239868164,173375
2020-04-08,5.127272129058838,5.2909088134765625,5.127272129058838,5.227272033691406,4.955404281616211,139370
2020-04-09,5.3090901374816895,5.318181037902832,5.181818008422852,5.254545211791992,4.981259346008301,224400
2020-04-10,5.254545211791992,5.3090901374816895,5.199999809265137,5.227272033691406,4.955404281616211,274094
2020-04-13,5.263636112213135,5.28181791305542,5.263636112213135,5.272727012634277,4.998495101928711,117866
