Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,33.70000076293945,33.70000076293945,33.349998474121094,33.5,27.042217254638672,628632
2020-01-03,33.45000076293945,33.5,33.099998474121094,33.150001525878906,26.759687423706055,860739
2020-01-06,33.099998474121094,33.099998474121094,32.70000076293945,32.79999923706055,26.477155685424805,1053600
2020-01-07,32.75,32.79999923706055,32.650001525878906,32.75,26.43679428100586,881300
2020-01-08,32.650001525878906,32.650001525878906,32.099998474121094,32.349998474121094,26.113901138305664,1220081
2020-01-09,32.349998474121094,32.400001525878906,32.099998474121094,32.150001525878906,25.952457427978516,963251
2020-01-10,32.099998474121094,32.20000076293945,31.799999237060547,31.799999237060547,25.669923782348633,1671710
2020-01-13,31.850000381469727,32.099998474121094,31.850000381469727,31.950000762939453,25.7910099029541,805352
2020-01-14,32.0,32.04999923706055,31.700000762939453,31.700000762939453,25.589202880859375,959338
2020-01-15,31.700000762939453,32.20000076293945,31.700000762939453,32.099998474121094,25.912092208862305,610442
2020-01-16,32.20000076293945,32.20000076293945,31.899999618530273,32.20000076293945,25.99281883239746,466570
2020-01-17,32.20000076293945,32.20000076293945,31.950000762939453,32.04999923706055,25.871732711791992,437665
2020-01-20,32.0,32.45000076293945,31.950000762939453,32.20000076293945,25.99281883239746,788213
2020-01-30,29.5,31.350000381469727,29.5,30.299999237060547,24.45907974243164,2341811
2020-01-31,30.5,31.200000762939453,30.5,30.75,24.82233238220215,1324746
2020-02-03,30.049999237060547,30.25,29.700000762939453,30.100000381469727,24.297632217407227,2182395
2020-02-04,33.099998474121094,33.099998474121094,30.5,30.5,24.620525360107422,1400471
2020-02-05,30.549999237060547,30.600000381469727,29.899999618530273,30.0,24.216909408569336,2042214
2020-02-06,30.149999618530273,30.399999618530273,29.950000762939453,30.200000762939453,24.37835693359375,1817750
2020-02-07,30.25,30.25,29.799999237060547,29.799999237060547,24.055463790893555,1635895
2020-02-10,29.600000381469727,29.700000762939453,29.350000381469727,29.350000381469727,23.692211151123047,1930162
2020-02-11,29.399999618530273,29.799999237060547,29.399999618530273,29.5,23.813297271728516,1375739
2020-02-12,29.600000381469727,29.850000381469727,29.399999618530273,29.450000762939453,23.772933959960938,2238733
2020-02-13,29.649999618530273,30.100000381469727,29.549999237060547,29.549999237060547,23.853654861450195,2392286
2020-02-14,29.799999237060547,29.899999618530273,29.350000381469727,29.399999618530273,23.732572555541992,2931050
2020-02-17,29.350000381469727,29.399999618530273,29.049999237060547,29.100000381469727,23.490402221679688,1941766
2020-02-18,29.200000762939453,29.450000762939453,29.149999618530273,29.350000381469727,23.692211151123047,987630
2020-02-19,29.700000762939453,30.0,29.5,29.850000381469727,24.095827102661133,1309452
2020-02-20,30.049999237060547,30.299999237060547,30.049999237060547,30.200000762939453,24.37835693359375,1229104
2020-02-21,30.200000762939453,30.399999618530273,30.100000381469727,30.200000762939453,24.37835693359375,694660
2020-02-24,29.850000381469727,30.0,29.700000762939453,29.799999237060547,24.055463790893555,1108624
2020-02-25,29.350000381469727,29.649999618530273,29.299999237060547,29.5,23.813297271728516,1086265
2020-02-26,29.5,29.700000762939453,29.399999618530273,29.549999237060547,23.853654861450195,872449
2020-02-27,29.649999618530273,29.75,29.049999237060547,29.299999237060547,23.65184783935547,1917071
2020-03-02,29.049999237060547,29.399999618530273,28.899999618530273,29.0,23.409679412841797,1764517
2020-03-03,29.350000381469727,29.350000381469727,28.950000762939453,29.0,23.409679412841797,1737098
2020-03-04,29.100000381469727,29.100000381469727,28.700000762939453,28.799999237060547,23.248233795166016,1518287
2020-03-05,29.0,29.149999618530273,28.75,29.100000381469727,23.490402221679688,1525945
2020-03-06,29.0,29.0,28.649999618530273,28.700000762939453,23.167512893676758,1275700
2020-03-09,28.75,28.899999618530273,27.850000381469727,28.0,22.60245132446289,2717618
2020-03-10,27.399999618530273,28.200000762939453,27.049999237060547,27.850000381469727,22.48136329650879,2765700
2020-03-11,28.399999618530273,29.350000381469727,28.399999618530273,28.850000381469727,23.288597106933594,3149821
2020-03-12,28.75,28.950000762939453,28.0,28.200000762939453,22.76389503479004,2537355
2020-03-13,26.299999237060547,27.25,25.950000762939453,27.149999618530273,21.916303634643555,3801300
2020-03-16,26.850000381469727,27.100000381469727,26.0,26.0,20.98798942565918,2435279
2020-03-17,25.200000762939453,25.850000381469727,24.899999618530273,25.0,20.180757522583008,3050304
2020-03-18,25.600000381469727,25.850000381469727,24.899999618530273,24.899999618530273,20.100032806396484,2598973
2020-03-19,24.0,24.25,22.450000762939453,22.450000762939453,18.12232208251953,5913483
2020-03-20,22.950000762939453,24.25,22.649999618530273,24.0,19.37352752685547,3225379
2020-03-23,23.5,23.799999237060547,22.450000762939453,23.5,18.969913482666016,1544108
2020-03-24,24.25,24.450000762939453,23.850000381469727,23.950000762939453,19.333166122436523,2533720
2020-03-25,24.5,25.200000762939453,24.5,24.799999237060547,20.019311904907227,2051670
2020-03-26,24.799999237060547,25.649999618530273,24.700000762939453,25.450000762939453,20.54401397705078,2000895
2020-03-27,25.549999237060547,25.850000381469727,25.350000381469727,25.549999237060547,20.62473487854004,1895737
2020-03-30,25.049999237060547,25.600000381469727,24.899999618530273,25.5,20.584373474121094,907550
2020-03-31,25.700000762939453,26.100000381469727,25.649999618530273,26.0,20.98798942565918,1424423
2020-04-01,26.049999237060547,26.75,26.0,26.549999237060547,21.43196678161621,1633337
2020-04-06,26.899999618530273,26.899999618530273,26.149999618530273,26.549999237060547,21.43196678161621,1366245
2020-04-07,26.850000381469727,27.0,26.5,26.75,21.593412399291992,1914569
2020-04-08,26.799999237060547,27.200000762939453,26.75,27.100000381469727,21.87594223022461,2012745
2020-04-09,27.25,27.600000381469727,27.100000381469727,27.350000381469727,22.077749252319336,1642592
2020-04-10,27.450000762939453,27.700000762939453,27.450000762939453,27.700000762939453,22.360280990600586,1187682
2020-04-13,27.700000762939453,27.75,27.299999237060547,27.5,22.198835372924805,1080777
2020-04-14,27.5,28.0,27.5,28.0,22.60245132446289,1533045
2020-04-15,28.200000762939453,28.799999237060547,28.149999618530273,28.450000762939453,22.9657039642334,3674026
2020-04-16,28.100000381469727,28.5,27.899999618530273,28.350000381469727,22.884981155395508,1974424
2020-04-17,28.649999618530273,28.899999618530273,28.149999618530273,28.399999618530273,22.92534065246582,3363429
2020-04-20,28.700000762939453,28.950000762939453,28.399999618530273,28.600000381469727,23.086788177490234,1877622
2020-04-21,28.600000381469727,29.399999618530273,28.350000381469727,28.450000762939453,22.9657039642334,8030662
2020-04-22,28.25,28.450000762939453,27.549999237060547,28.200000762939453,22.76389503479004,2189110
2020-04-23,28.299999237060547,28.850000381469727,28.299999237060547,28.850000381469727,23.288597106933594,3036318
2020-04-24,28.799999237060547,28.799999237060547,28.399999618530273,28.399999618530273,22.92534065246582,1502946
2020-04-27,28.549999237060547,28.75,28.399999618530273,28.5,23.00606346130371,2858405
2020-04-28,28.600000381469727,29.0,28.5,28.950000762939453,23.36931800842285,2916512
2020-04-29,29.149999618530273,29.549999237060547,29.049999237060547,29.25,23.611486434936523,4247011
2020-04-30,29.299999237060547,29.600000381469727,29.149999618530273,29.549999237060547,23.853654861450195,4302497
2020-05-04,29.149999618530273,29.149999618530273,28.700000762939453,28.899999618530273,23.32895851135254,2937180
2020-05-05,28.899999618530273,29.25,28.799999237060547,29.049999237060547,23.450040817260742,2177000
2020-05-06,29.049999237060547,29.25,28.700000762939453,29.25,23.611486434936523,2358574
2020-05-07,29.049999237060547,29.350000381469727,29.049999237060547,29.299999237060547,23.65184783935547,1307201
2020-05-08,29.299999237060547,29.399999618530273,28.850000381469727,28.850000381469727,23.288597106933594,3277274
2020-05-11,28.799999237060547,29.100000381469727,28.700000762939453,28.899999618530273,23.32895851135254,1819161
2020-05-12,28.75,28.950000762939453,28.399999618530273,28.549999237060547,23.046424865722656,2462760
2020-05-13,28.5,28.5,28.100000381469727,28.299999237060547,22.844615936279297,1597420
2020-05-14,28.0,28.200000762939453,28.0,28.100000381469727,22.68317222595215,1286040
2020-05-15,28.149999618530273,28.350000381469727,27.850000381469727,28.0,22.60245132446289,1494323
2020-05-18,28.0,28.399999618530273,28.0,28.049999237060547,22.642810821533203,1194380
2020-05-19,28.399999618530273,28.5,28.049999237060547,28.25,22.804258346557617,1742272
2020-05-20,28.350000381469727,28.399999618530273,27.950000762939453,28.299999237060547,22.844615936279297,1253122
2020-05-21,28.399999618530273,28.700000762939453,28.350000381469727,28.649999618530273,23.12714958190918,1641631
2020-05-22,28.450000762939453,28.600000381469727,28.25,28.399999618530273,22.92534065246582,1053667
2020-05-25,28.75,29.049999237060547,28.350000381469727,29.0,23.409679412841797,1957109
2020-05-26,29.149999618530273,29.600000381469727,29.049999237060547,29.5,23.813297271728516,3086460
2020-05-27,30.0,30.0,29.200000762939453,29.399999618530273,23.732572555541992,1632617
2020-05-28,29.450000762939453,29.700000762939453,29.200000762939453,29.399999618530273,23.732572555541992,1292646
2020-05-29,29.399999618530273,29.399999618530273,29.0,29.049999237060547,23.450040817260742,1171020
2020-06-01,29.450000762939453,29.649999618530273,29.149999618530273,29.600000381469727,23.894020080566406,1330100
2020-06-02,29.799999237060547,30.100000381469727,29.649999618530273,30.0,24.216909408569336,2226263
2020-06-03,30.200000762939453,30.700000762939453,30.200000762939453,30.600000381469727,24.701250076293945,2172797
2020-06-04,30.899999618530273,31.200000762939453,30.799999237060547,31.149999618530273,25.14522361755371,3307041
2020-06-05,31.450000762939453,32.20000076293945,31.450000762939453,32.04999923706055,25.871732711791992,5025426
2020-06-08,33.0,33.0,31.049999237060547,31.350000381469727,25.306671142578125,3012965
2020-06-09,31.299999237060547,31.299999237060547,30.899999618530273,31.049999237060547,25.064502716064453,4882537
2020-06-10,31.149999618530273,31.700000762939453,30.899999618530273,31.0,25.024141311645508,3959192
2020-06-11,31.0,31.049999237060547,30.049999237060547,30.100000381469727,24.297632217407227,3712893
2020-06-12,29.649999618530273,30.5,29.600000381469727,30.399999618530273,24.53980255126953,2179205
2020-06-15,30.149999618530273,30.799999237060547,30.149999618530273,30.450000762939453,24.58016586303711,1703145
2020-06-16,30.700000762939453,30.950000762939453,30.450000762939453,30.649999618530273,24.741609573364258,2348240
2020-06-17,30.5,31.299999237060547,30.5,30.850000381469727,24.90305519104004,3578649
2020-06-18,31.299999237060547,31.600000381469727,30.899999618530273,31.049999237060547,25.064502716064453,3037461
2020-06-19,31.5,31.850000381469727,30.899999618530273,30.899999618530273,24.943418502807617,4096066
2020-06-22,30.649999618530273,31.350000381469727,30.649999618530273,30.850000381469727,24.90305519104004,2260328
2020-06-23,30.899999618530273,31.049999237060547,30.700000762939453,30.899999618530273,24.943418502807617,1680340
2020-06-24,31.100000381469727,31.200000762939453,30.950000762939453,31.0,25.024141311645508,1769866
2020-06-29,30.700000762939453,31.200000762939453,30.649999618530273,30.899999618530273,24.943418502807617,3924537
